Date,Status,Fulfilment,Ship_Service_Level,Category,Size,Amount,Ship_City,Ship_State,B2B
2022-04-23,Shipped,Amazon,Expedited,Kurta,3XL,432,Chennai,Tamil Nadu,False
2022-04-23,Shipped,Amazon,Expedited,Top,L,487,Mumbai,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,XXL,295,Hyderabad,Telangana,False
2022-04-23,Shipped,Merchant,Standard,Kurta,M,399,Vasai East,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Top,XL,487,Bangalore,Karnataka,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,M,471,Hyderabad,Telangana,False
2022-04-23,Shipped,Merchant,Standard,Kurta,M,399,Mumbai,Maharashtra,False
2022-04-23,Cancelled,Amazon,Expedited,Kurta,3XL,471,Dindigul,Tamil Nadu,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,XL,363,Hyderabad,Telangana,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,M,435,Kalwakurthy,Telangana,False
2022-04-23,Shipped,Amazon,Expedited,Set,S,446,Lonavala,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,XL,429,Bengaluru,Karnataka,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,XL,459,Bengaluru,Karnataka,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,L,352,Hyderabad,Telangana,False
2022-04-23,Shipped,Merchant,Standard,Kurta,S,399,Hyderabad,Telangana,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,L,399,Navi Mumbai,Maharashtra,False
2022-04-23,Shipped,Merchant,Standard,Kurta,M,480,Tindivanam,Tamil Nadu,False
2022-04-23,Shipped,Merchant,Standard,Kurta,M,368,Tindivanam,Tamil Nadu,False
2022-04-23,Shipped,Merchant,Standard,Kurta,M,475,Mumbai,Maharashtra,False
2022-04-23,Shipped,Merchant,Standard,Kurta,XXL,458,Hyderabad,Telangana,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,L,352,Mumbai,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,3XL,475,Mumbai,Maharashtra,False
2022-04-23,Shipped,Merchant,Standard,Top,XL,329,Mumbai,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Top,XS,432,Mumbai,Maharashtra,False
2022-04-23,Shipped,Merchant,Standard,Kurta,XL,399,Bengaluru,Karnataka,False
2022-04-23,Cancelled,Amazon,Expedited,Kurta,L,399,Mangaluru,Karnataka,False
2022-04-23,Shipped,Merchant,Standard,Kurta,S,499,Hyderabad,Telangana,False
2022-04-23,Shipped,Merchant,Standard,Kurta,XXL,299,Secunderabad,Telangana,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,3XL,487,Pune,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Top,M,329,Bangalore,Karnataka,False
2022-04-23,Shipped,Merchant,Standard,Kurta,3XL,459,Bengaluru,Karnataka,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,L,487,"Hanamkond, Warangal",Telangana,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,3XL,471,Tiruchirappalli,Tamil Nadu,False
2022-04-23,Shipped,Amazon,Expedited,Top,XXL,432,Kalyan,Maharashtra,False
2022-04-23,Cancelled,Amazon,Expedited,Kurta,3XL,435,Chennai,Tamil Nadu,False
2022-04-23,Returned,Merchant,Standard,Kurta,3XL,499,Mumbai,Maharashtra,False
2022-04-23,Shipped,Merchant,Standard,Kurta,3XL,376,Kalyan,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,3XL,471,Chennai,Tamil Nadu,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,XS,474,Mumbai,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,XXL,352,Chennai,Tamil Nadu,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,3XL,432,Coimbatore,Tamil Nadu,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,L,499,Mumbai,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,M,487,Mumbai,Maharashtra,False
2022-04-23,Cancelled,Amazon,Expedited,Kurta,3XL,435,Chennai,Tamil Nadu,False
2022-04-23,Shipped,Amazon,Expedited,Ethnic Dress,M,388,Mumbai,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,3XL,383,Mumbai,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,3XL,363,Mumbai,Maharashtra,False
2022-04-23,Shipped,Merchant,Standard,Kurta,XXL,368,Bengaluru,Karnataka,False
2022-04-23,Shipped,Merchant,Standard,Kurta,S,476,Adilabad,Telangana,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,XXL,499,Hyderabad,Telangana,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,XXL,486,Hyderabad,Telangana,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,3XL,471,Hyderabad,Telangana,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,M,487,Bengalur,Karnataka,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,3XL,362,Mumbai,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,L,376,Coimbatore,Tamil Nadu,False
2022-04-23,Shipped,Merchant,Standard,Kurta,M,363,Bengaluru,Karnataka,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,3XL,471,Thiruvarur,Tamil Nadu,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,3XL,376,Madurai,Tamil Nadu,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,L,458,Solapur,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,M,499,Pimpri Chinchwad,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,XS,363,Bhandara,Maharashtra,False
2022-04-23,Shipped,Merchant,Standard,Kurta,XS,487,Warangal,Telangana,False
2022-04-23,Shipped,Amazon,Expedited,Top,L,493,Mumbai,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,L,329,Vellore,Tamil Nadu,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,XL,329,Chennai,Tamil Nadu,False
2022-04-23,Shipped,Amazon,Expedited,Western Dress,XXL,413,Mumbai,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,L,352,Pune,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,XXL,487,Nallasopara East,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,XL,353,Bengaluru,Karnataka,False
2022-04-23,Cancelled,Amazon,Expedited,Top,S,487,Hyderabad,Telangana,False
2022-04-23,Shipped,Amazon,Expedited,Top,S,463,Pimpri Chinchwad,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,S,399,Bengaluru,Karnataka,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,S,432,Chennai,Tamil Nadu,False
2022-04-23,Shipped,Merchant,Standard,Kurta,S,399,Gudiyatham,Tamil Nadu,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,S,368,Hyderabad,Telangana,False
2022-04-23,Shipped,Merchant,Standard,Kurta,L,499,Pune,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,M,458,Bangalore,Karnataka,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,L,406,Thane,Maharashtra,False
2022-04-23,Shipped,Merchant,Standard,Kurta,L,499,Chennai,Tamil Nadu,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,L,499,Chennai,Tamil Nadu,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,XL,435,Kanchipadi,Tamil Nadu,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,XL,471,Bengaluru,Karnataka,False
2022-04-23,Shipped,Amazon,Expedited,Top,L,432,Pune,Maharashtra,False
2022-04-23,Shipped,Merchant,Standard,Kurta,XXL,399,Navi Mumbai,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,S,249,Chennai,Tamil Nadu,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,XL,474,Hyderabad,Telangana,False
2022-04-23,Cancelled,Amazon,Expedited,Kurta,L,406,Thane,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,XL,362,Rameswaram,Tamil Nadu,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,XL,399,Salem,Tamil Nadu,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,L,319,Hyderabad,Telangana,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,M,435,Bengaluru,Karnataka,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,L,406,Thane,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,L,353,Thane,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Top,S,432,Nagpur,Maharashtra,False
2022-04-23,Shipped,Merchant,Standard,Kurta,XL,399,Pune,Maharashtra,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,3XL,471,Thirunageswaram,Tamil Nadu,False
2022-04-23,Shipped,Amazon,Expedited,Kurta,3XL,471,Kodad,Telangana,False
2022-04-23,Shipped,Merchant,Standard,Kurta,L,357,Hyderabad,Telangana,False
2022-04-23,Shipped,Merchant,Standard,Kurta,L,376,Hyderabad,Telangana,False
2022-04-22,Cancelled,Amazon,Expedited,Kurta,L,357,Chennai,Tamil Nadu,False
2022-04-22,Shipped,Merchant,Standard,Kurta,3XL,499,Bidar,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XXL,406,Chidambaram,Tamil Nadu,False
2022-04-22,Shipped,Merchant,Standard,Kurta,L,399,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Top,L,432,Pimpri Chinchwad,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,M,442,Shahapur Thane District,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XS,399,Mumbai,Maharashtra,False
2022-04-22,Shipped,Merchant,Standard,Kurta,L,399,Kancheepuram,Tamil Nadu,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,M,399,Mumbai,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,M,399,Mumbai,Maharashtra,False
2022-04-22,Shipped,Merchant,Standard,Kurta,L,318,Navi Mumbai,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XL,458,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,S,295,Gadag Betigeri,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,L,399,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Top,XXL,487,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,M,295,Bangalore,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,M,353,Bangalore,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,M,353,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,3XL,471,Chennai,Tamil Nadu,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XL,471,Mumbai,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,M,487,Talegaon Midc,Maharashtra,False
2022-04-22,Shipped,Merchant,Standard,Kurta,3XL,376,Chennai,Tamil Nadu,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XS,471,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,L,399,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,3XL,376,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,3XL,363,Hyderabad,Telangana,False
2022-04-22,Shipped,Merchant,Standard,Kurta,3XL,432,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XXL,420,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XXL,432,Chennai,Tamil Nadu,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,M,295,Vijapura,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Set,M,499,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XL,484,Mumbai,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XS,291,Navi Mumbai,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Set,S,499,Mumbai,Maharashtra,False
2022-04-22,Shipped,Merchant,Standard,Kurta,M,399,Akola,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,3XL,376,Mumbai,Maharashtra,False
2022-04-22,Shipped,Merchant,Standard,Kurta,XL,399,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Top,3XL,423,Mumbai,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XL,362,Mumbai,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Bottom,S,297,Bellary,Karnataka,False
2022-04-22,Shipped,Merchant,Standard,Kurta,M,329,Chennai,Tamil Nadu,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,L,342,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,L,352,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,3XL,487,Bengaluru,Karnataka,False
2022-04-22,Shipped,Merchant,Standard,Kurta,3XL,477,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Top,L,329,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Top,XL,493,Chitradurga,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,M,484,Hyderabad,Telangana,False
2022-04-22,Shipped,Merchant,Standard,Kurta,L,475,Hyderabad,Telangana,False
2022-04-22,Shipped,Merchant,Standard,Kurta,L,499,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,3XL,363,Pune,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XS,259,Mumbai,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,M,375,Hyderabad,Telangana,False
2022-04-22,Shipped,Merchant,Standard,Top,XL,387,Chennai,Tamil Nadu,False
2022-04-22,Shipped,Merchant,Standard,Kurta,L,342,Navi Mumbai,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XL,376,Hyderabad,Telangana,False
2022-04-22,Shipped,Merchant,Standard,Kurta,M,295,Madurai,Tamil Nadu,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,L,329,Chennai,Tamil Nadu,False
2022-04-22,Shipped,Merchant,Standard,Top,XXL,387,Mumbai,Maharashtra,False
2022-04-22,Shipped,Merchant,Standard,Kurta,L,399,Pimpri Chinchwad,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XS,399,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,M,329,Mysuru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XXL,376,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,S,435,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,L,471,Chennai,Tamil Nadu,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XL,363,Thane,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,3XL,399,Sivakasi,Tamil Nadu,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XL,399,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XXL,376,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XL,399,Secunderabad,Telangana,False
2022-04-22,Shipped,Merchant,Standard,Kurta,S,399,Bengalure,Karnataka,False
2022-04-22,Shipped,Merchant,Standard,Kurta,XXL,442,Mumbai,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,M,329,Bengaluru,Karnataka,False
2022-04-22,Returned,Merchant,Standard,Kurta,XXL,329,Bangalore,Karnataka,False
2022-04-22,Cancelled,Amazon,Expedited,Kurta,XL,399,Pune,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,3XL,471,Mumbai,Maharashtra,False
2022-04-22,Shipped,Merchant,Standard,Kurta,XXL,459,"Yelahanka, Bangalore",Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XL,363,Thane,Maharashtra,False
2022-04-22,Shipped,Merchant,Standard,Kurta,XXL,342,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,L,376,Thane,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XXL,487,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XXL,329,Mumbai,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XL,487,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XXL,435,Hyderabad,Telangana,False
2022-04-22,Returned,Merchant,Standard,Kurta,M,499,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Bottom,3XL,360,Medchal,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XXL,459,Chennai,Tamil Nadu,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,S,487,Puttur,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XXL,442,Kolhapur,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XXL,419,Kolhapur,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Top,3XL,495,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,M,435,Chennai,Tamil Nadu,False
2022-04-22,Shipped,Merchant,Standard,Kurta,XS,295,Puttur,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,L,352,Thane,Maharashtra,False
2022-04-22,Cancelled,Amazon,Expedited,Kurta,XL,363,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,S,352,Pimpri Chinchwad,Maharashtra,False
2022-04-22,Shipped,Merchant,Standard,Kurta,M,280,Nagpur,Maharashtra,False
2022-04-22,Shipped,Merchant,Standard,Kurta,XS,295,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Western Dress,3XL,496,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XL,399,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,3XL,399,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Blouse,Free,419,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,L,399,Hyderabad,Telangana,False
2022-04-22,Shipped,Merchant,Standard,Kurta,XL,249,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,3XL,406,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,M,458,Thane,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,3XL,487,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,L,435,Bangalore,Karnataka,False
2022-04-22,Shipped,Merchant,Standard,Kurta,XXL,399,Ichalkaranji,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XXL,286,Chennai,Tamil Nadu,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,M,399,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XL,399,Panvel,Maharashtra,False
2022-04-22,Shipped,Merchant,Standard,Kurta,M,487,Namakkal,Tamil Nadu,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XL,399,Adilabad,Telangana,False
2022-04-22,Shipped,Merchant,Standard,Kurta,3XL,342,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XL,399,Mumbai,Maharashtra,False
2022-04-22,Shipped,Merchant,Standard,Kurta,L,487,Hyderabad,Telangana,False
2022-04-22,Shipped,Merchant,Standard,Kurta,M,259,Sangli Miraj Kupwad,Maharashtra,False
2022-04-22,Cancelled,Amazon,Expedited,Kurta,L,487,Hyderabad,Telangana,False
2022-04-22,Shipped,Merchant,Standard,Kurta,L,458,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XXL,442,Hyderabad,Telangana,False
2022-04-22,Cancelled,Amazon,Expedited,Kurta,M,353,Karamadai,Tamil Nadu,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,M,419,Kodaikanal,Tamil Nadu,False
2022-04-22,Shipped,Amazon,Expedited,Ethnic Dress,S,460,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,S,458,Coimbatore,Tamil Nadu,False
2022-04-22,Shipped,Merchant,Standard,Kurta,XXL,399,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,L,329,Mumbai,Maharashtra,False
2022-04-22,Shipped,Merchant,Standard,Top,XL,360,Mumbai,Maharashtra,False
2022-04-22,Shipped,Merchant,Standard,Set,L,499,Mumbai,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Top,XL,487,Mumbai,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Set,XL,477,Mumbai,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Top,XL,493,Mumbai,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Top,XL,339,Mumbai,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XL,399,Chennai,Tamil Nadu,False
2022-04-22,Shipped,Merchant,Standard,Kurta,XS,295,Beltangadi,Karnataka,False
2022-04-22,Cancelled,Amazon,Expedited,Kurta,S,352,Pimpri Chinchwad,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Top,3XL,298,Pune,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,M,487,Mysuru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,M,399,Villupuram.,Tamil Nadu,False
2022-04-22,Shipped,Merchant,Standard,Kurta,L,459,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XXL,499,Bhadrachalam,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,M,435,Mangaluru,Karnataka,False
2022-04-22,Shipped,Merchant,Standard,Kurta,XXL,475,Pune,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XL,435,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,L,486,Chennai,Tamil Nadu,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,L,353,Chennai,Tamil Nadu,False
2022-04-22,Shipped,Merchant,Standard,Kurta,S,363,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,3XL,399,Bengaluru,Karnataka,False
2022-04-22,Shipped,Merchant,Standard,Kurta,L,475,Navi Mumbai,Maharashtra,False
2022-04-22,Shipped,Merchant,Standard,Western Dress,XL,413,Mumbai,Maharashtra,False
2022-04-22,Shipped,Merchant,Standard,Top,M,463,Pune,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,L,352,Thane,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,L,399,Hyderabad,Telangana,False
2022-04-22,Shipped,Merchant,Standard,Kurta,L,458,Hyderabad,Telangana,False
2022-04-22,Shipped,Merchant,Standard,Kurta,L,499,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XL,458,Mumbai,Maharashtra,True
2022-04-22,Shipped,Merchant,Standard,Kurta,XXL,318,Mumbai,Maharashtra,True
2022-04-22,Shipped,Merchant,Standard,Kurta,XL,318,Karur,Tamil Nadu,False
2022-04-22,Shipped,Merchant,Standard,Kurta,L,318,Karur,Tamil Nadu,False
2022-04-22,Shipped,Merchant,Standard,Kurta,M,499,Nizamabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,3XL,487,Hyderabad,Telangana,False
2022-04-22,Cancelled,Amazon,Expedited,Kurta,3XL,399,Ichalkaranji,Maharashtra,False
2022-04-22,Returned,Merchant,Standard,Kurta,M,316,Nashik,Maharashtra,False
2022-04-22,Shipped,Merchant,Standard,Top,M,433,Bengaluru,Karnataka,False
2022-04-22,Shipped,Merchant,Standard,Kurta,S,475,Mumbai,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,L,352,Murud,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,S,429,Hyderabad,Telangana,False
2022-04-22,Shipped,Merchant,Standard,Kurta,M,399,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XS,364,Kalaburgi,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XS,368,Kalaburgi,Karnataka,False
2022-04-22,Shipped,Merchant,Standard,Kurta,XL,495,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,3XL,399,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,3XL,399,Bengaluru,Karnataka,False
2022-04-22,Shipped,Merchant,Standard,Kurta,L,459,Nanded,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,3XL,376,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,M,376,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XXL,399,Secunderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XXL,459,Secunderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XXL,352,Secunderabad,Telangana,False
2022-04-22,Shipped,Merchant,Standard,Kurta,S,399,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,S,435,Pune,Maharashtra,False
2022-04-22,Shipped,Merchant,Standard,Top,M,469,Bengaluru,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XL,406,"Kataram, Jayashankar Bhupalapally District",Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XS,474,Bengaluru,Karnataka,False
2022-04-22,Shipped,Merchant,Standard,Kurta,L,249,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Top,L,487,Bangalore,Karnataka,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XL,406,Hyderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,S,259,Mumbai,Maharashtra,False
2022-04-22,Shipped,Merchant,Standard,Kurta,L,295,Bengaluru,Karnataka,False
2022-04-22,Shipped,Merchant,Standard,Set,S,455,Mangalore,Karnataka,False
2022-04-22,Shipped,Merchant,Standard,Kurta,XL,432,Hyderabad,Telangana,False
2022-04-22,Shipped,Merchant,Standard,Kurta,XL,487,Hyderabad,Telangana,False
2022-04-22,Shipped,Merchant,Standard,Kurta,XL,363,Hyderabad,Telangana,False
2022-04-22,Shipped,Merchant,Standard,Kurta,XL,475,Chennai,Tamil Nadu,False
2022-04-22,Shipped,Merchant,Standard,Kurta,XL,475,Chennai,Tamil Nadu,False
2022-04-22,Shipped,Merchant,Standard,Kurta,M,458,Sathupally,Telangana,False
2022-04-22,Shipped,Merchant,Standard,Kurta,XL,495,Mumbai,Maharashtra,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XXL,486,Secunderabad,Telangana,False
2022-04-22,Shipped,Amazon,Expedited,Kurta,XXL,352,Chidambaram,Tamil Nadu,False
2022-04-22,Shipped,Merchant,Standard,Kurta,L,363,Tirunelvelli Dist,Tamil Nadu,False
